iter	Logloss
130	0.3391217683
131	0.3385877777
132	0.337616636
133	0.3367764657
134	0.3355301974
135	0.3349786056
136	0.3343800327
137	0.3334414833
138	0.3329019379
139	0.3319955792
140	0.3315061268
141	0.3308532447
142	0.3304448379
143	0.3298660078
144	0.3292609767
145	0.3286041795
146	0.3273498803
147	0.3269831674
148	0.3262088173
149	0.3255343186
150	0.3248366975
151	0.3241095627
152	0.3237113953
153	0.3232478761
154	0.3227296796
155	0.3221102597
156	0.3213193793
157	0.3206703454
158	0.3199314653
159	0.3191399491
160	0.318048176
161	0.317486077
162	0.3169465985
163	0.3159115105
164	0.3154191134
165	0.3149972213
166	0.3145000391
167	0.3135833406
168	0.3130220781
169	0.3122534836
170	0.3115746682
171	0.3108923059
172	0.3103840811
173	0.309788888
174	0.3090562653
175	0.3085349903
176	0.3080997132
177	0.3074514824
178	0.3070950424
179	0.3065812295
180	0.30651735
181	0.3060393752
182	0.305285069
183	0.3046563801
184	0.303926836
185	0.3034475895
186	0.3026748791
187	0.3020411709
188	0.301419576
189	0.3008475053
190	0.3003234194
191	0.3000713148
192	0.2996591936
193	0.2988606503
194	0.2980006034
195	0.2969374406
196	0.2964158309
197	0.2959739618
198	0.295654163
199	0.2952770434
200	0.2943910298
201	0.2935385453
202	0.2931039375
203	0.2926687943
204	0.2923515052
205	0.2916013483
206	0.2912041514
207	0.2902733987
208	0.2896640845
209	0.2886461626
210	0.28823886
211	0.2873725891
212	0.2869550471
213	0.2860391851
214	0.2852851801
215	0.2847983042
216	0.2844040854
217	0.2839111194
218	0.2831583525
219	0.2824373747
220	0.2818268558
221	0.2813408166
222	0.2808696011
223	0.2804269456
224	0.2798603459
225	0.2795278482
226	0.2792505632
227	0.2789100848
228	0.2783326266
229	0.277821407
230	0.2770477261
231	0.2764436822
232	0.2760925293
233	0.2753903573
234	0.27477072
235	0.2741379989
236	0.273564255
237	0.2727641725
238	0.2721593589
239	0.2716500968
240	0.2709020648
241	0.2701442785
242	0.2692983862
243	0.2685833647
244	0.2680002514
245	0.267281984
246	0.2666966288
247	0.2662331765
248	0.2653424614
249	0.264710761
250	0.2641059809
251	0.2639096076
252	0.2634524128
253	0.2632179929
254	0.2627473798
255	0.2623887648
256	0.2620925736
257	0.2615624813
258	0.261275877
259	0.2604959722
260	0.2599609777
261	0.259716904
262	0.2594071104
263	0.2586296818
264	0.2581026512
265	0.2576620537
266	0.2571645703
267	0.2566215783
268	0.2561645675
269	0.255287572
270	0.2547092772
271	0.2542812448
272	0.2539238511
273	0.2534179688
274	0.2529668306
275	0.2525515305
276	0.2521381211
277	0.2518828208
278	0.2515673052
279	0.2510378319
280	0.2506749672
281	0.2501764799
282	0.249561109
283	0.2493714115
284	0.249010588
285	0.248276928
286	0.2478491967
287	0.2472494025
288	0.2465954998
289	0.2464432967
290	0.2461476577
291	0.2459727839
292	0.2454074726
293	0.2451070484
294	0.2449570539
295	0.2444083565
296	0.2438667866
297	0.2435714153
298	0.2432047359
299	0.2428496511
300	0.2425050903
301	0.242255947
302	0.2412527486
303	0.2409325315
304	0.2404297611
305	0.2403107359
306	0.2397551788
307	0.2393904569
308	0.2388696503
309	0.2386864779
310	0.2382711779
311	0.238116097
312	0.2378587555
313	0.2372496086
314	0.2370470616
315	0.2368059326
316	0.2362973565
317	0.2356683831
318	0.2353218146
319	0.2350651256
320	0.2344078767
321	0.2341529612
322	0.2338862837
323	0.2334315651
324	0.2329055552
325	0.2324747286
326	0.2321418294
327	0.2317796339
328	0.2313286129
329	0.2311536387
330	0.2309278354
331	0.2306824902
332	0.2303032457
333	0.2299061825
334	0.2296491255
335	0.2293912653
336	0.2286773648
337	0.2280951717
338	0.2278898139
339	0.2273983202
340	0.2269726636
341	0.2268002493
342	0.2264572612
343	0.2260142209
344	0.225696731
345	0.2252418618
346	0.2247963621
347	0.2242100197
348	0.2240475772
349	0.2238016798
350	0.2233160253
351	0.2230005432
352	0.2225026917
353	0.22225308
354	0.2218885087
355	0.2217760588
356	0.2213040569
357	0.2209098883
358	0.2205706479
359	0.2202448259
360	0.2200009363
361	0.2193323938
362	0.219097288
363	0.2189054824
364	0.2186302553
365	0.2185179225
366	0.2181764569
367	0.2178315447
368	0.2176069795
369	0.2172454867
370	0.2168064787
371	0.2163693612
372	0.2160753284
373	0.2158186394
374	0.2155549735
375	0.2151378498
376	0.2148372416
377	0.2145742784
378	0.2142795094
379	0.2140018396
380	0.213769645
381	0.2135177746
382	0.2129083935
383	0.2126945027
384	0.21237022
385	0.2118417171
386	0.2116767816
387	0.2113743498
388	0.2109829083
389	0.2105382284
390	0.2102301079
391	0.2100088555
392	0.2096358182
393	0.209210011
394	0.2087004478
395	0.2083880776
396	0.2079094837
397	0.2078184161
398	0.2074964758
399	0.2073216187
400	0.2069662161
401	0.2066876763
402	0.206460066
403	0.2062118263
404	0.2060527467
405	0.2055611861
406	0.2050137436
407	0.2045606981
408	0.2040324629
409	0.2036641941
410	0.2033475909
411	0.2031905191
412	0.202726498
413	0.202369439
414	0.2021712922
415	0.2017778765
416	0.2013284282
417	0.2010004813
418	0.200615063
419	0.2001141665
420	0.1996875562
421	0.1991832131
422	0.1990535803
423	0.19894103
424	0.1983962812
425	0.1981749786
426	0.1980347717
427	0.1976306648
428	0.1974558579
429	0.1970668592
430	0.1967049984
431	0.1962563364
432	0.1959689458
433	0.1958376232
434	0.1957454347
435	0.1955187948
436	0.195086613
437	0.1948816065
438	0.1946107296
439	0.1944189574
440	0.1941474111
441	0.1939947396
442	0.1937617586
443	0.1936447913
444	0.1931568112
445	0.1930451979
446	0.1927084003
447	0.1924272838
448	0.1921999413
449	0.1918019746
450	0.1915390784
451	0.191315333
452	0.1907973875
453	0.1904122871
454	0.1899869818
455	0.1896268276
456	0.1890859771
457	0.1888537491
458	0.1885234097
459	0.1880928508
460	0.1879900213
461	0.1878089737
462	0.1875447056
463	0.187289238
464	0.1868064111
465	0.1866138525
466	0.1864042449
467	0.1856657162
468	0.1856050659
469	0.1852466851
470	0.1848406206
471	0.1847681079
472	0.1844477737
473	0.1841710743
474	0.1838674713
475	0.1834907532
476	0.1830863953
477	0.1828850194
478	0.1825787728
479	0.1822721749
480	0.1820282183
481	0.181869624
482	0.181490781
483	0.1813114233
484	0.1810591848
485	0.1809702087
486	0.1804476119
487	0.1800117158
488	0.1799109442
489	0.1794658293
490	0.1791584952
491	0.1787682918
492	0.1783933138
493	0.1781312374
494	0.1779200738
495	0.1774620257
496	0.1773974435
497	0.177010921
498	0.1767863223
499	0.1764571876
500	0.1761208919
501	0.1760400136
502	0.1757739218
503	0.175490714
504	0.1751833129
505	0.1749137745
506	0.1745961507
507	0.1743335055
508	0.1740669117
509	0.1738154093
510	0.1733774721
511	0.1732846478
512	0.1731259028
513	0.1728000641
514	0.1725907911
515	0.1723106117
516	0.1722095556
517	0.1717537495
518	0.1715354585
519	0.1712249789
520	0.170872019
521	0.1706713794
522	0.1704650511
523	0.1700355965
524	0.1696593301
525	0.1695247115
526	0.1692495179
527	0.1690999081
528	0.1687120471
529	0.1685660178
530	0.1683063842
531	0.1681808003
532	0.1679584436
533	0.1677899946
534	0.1677146878
535	0.1675279852
536	0.1674099303
537	0.1673002578
538	0.1671559518
539	0.1667729261
540	0.1665142795
541	0.1662962562
542	0.1662152274
543	0.1659356167
544	0.1658416715
545	0.1655427699
546	0.1650572325
547	0.164782842
548	0.1644912184
549	0.1643100872
550	0.1640638218
551	0.163818443
552	0.1635337963
553	0.1632394958
554	0.1630804832
555	0.1628739374
556	0.1623665994
557	0.1620627955
558	0.1618623566
559	0.1616837853
560	0.1613031354
561	0.1610611363
562	0.1608156907
563	0.1605785102
564	0.16031804
565	0.1601640802
566	0.1599956646
567	0.1597591534
568	0.1594671617
569	0.1591923028
570	0.1589088775
571	0.1586336839
572	0.1585207487
573	0.1582586054
574	0.1581036082
575	0.1578064801
576	0.1574536039
577	0.1571815056
578	0.1568933119
579	0.1566675588
580	0.1566162444
581	0.156313411
582	0.1560615071
583	0.155756599
584	0.1555660649
585	0.1553912748
586	0.155114475
587	0.155046714
588	0.1546573806
589	0.1544526753
590	0.1543880596
591	0.1542489069
592	0.1539811921
593	0.1534972944
594	0.153213936
595	0.1531314515
596	0.1528657612
597	0.1525944492
598	0.1523642958
599	0.1521742302
600	0.1518775204
601	0.1516752745
602	0.1514958833
603	0.1514439499
604	0.1511123891
605	0.1508351042
606	0.150593172
607	0.1502837131
608	0.1501173387
609	0.1500513679
610	0.1498635443
611	0.1494142967
612	0.1491856491
613	0.1488763073
614	0.1485390747
615	0.1482635297
616	0.1480069244
617	0.1478466904
618	0.1477879976
619	0.1474718295
620	0.1473394695
621	0.1471246586
622	0.147075285
623	0.1467990206
624	0.1465084009
625	0.1463277382
626	0.1461892714
627	0.1459842481
628	0.1456956696
629	0.1455214484
630	0.145213445
631	0.1447709401
632	0.1445736801
633	0.1443319488
634	0.1441487095
635	0.1441118006
636	0.1440152955
637	0.1435864432
638	0.1435303939
639	0.1434185965
640	0.1432557022
641	0.1430002514
642	0.142664558
643	0.1424704602
644	0.1423587632
645	0.1422807794
646	0.1420697162
647	0.1416428884
648	0.1413863667
649	0.1411405865
650	0.1408269447
651	0.1405996523
652	0.1404241261
653	0.140133314
654	0.1399824076
655	0.1399493385
656	0.1397744731
657	0.1395309181
658	0.1394080614
659	0.1392686576
660	0.1391134931
661	0.138853918
662	0.1385641851
663	0.1381945694
664	0.1379954187
665	0.1378629082
666	0.1374708979
667	0.1373143112
668	0.1370261176
669	0.1368123188
670	0.1364506671
671	0.1363020863
672	0.1359695301
673	0.1356841138
674	0.1353924986
675	0.1352232883
676	0.1348575458
677	0.1345835318
678	0.1343400018
679	0.1339812111
680	0.1339421105
681	0.1338932138
682	0.1338500893
683	0.133596939
684	0.1335590764
685	0.1333952619
686	0.1330996898
687	0.1328374796
688	0.132557024
689	0.1322724359
690	0.1319733754
691	0.1317491699
692	0.1314153002
693	0.1312447263
694	0.1309253124
695	0.1307993604
696	0.1305632842
697	0.130441925
698	0.1302563851
699	0.1301384809
700	0.1299305799
701	0.1297701116
702	0.1297150327
703	0.1294809308
704	0.129288046
705	0.1290396473
706	0.1289081155
707	0.1285426324
708	0.1283212963
709	0.1281740289
710	0.1279652997
711	0.1278413806
712	0.12766214
713	0.1275758409
714	0.1274328985
715	0.1271902636
716	0.1268777011
717	0.1266580716
718	0.1263995254
719	0.1262876695
720	0.1262639698
721	0.1261771687
722	0.1261228344
723	0.1258691821
724	0.1257418164
725	0.125590818
726	0.1253965194
727	0.1252624696
728	0.125102612
729	0.124884597
730	0.12475299
731	0.124564472
732	0.1244351738
733	0.1243804129
734	0.1241385979
735	0.1239740807
736	0.123813077
737	0.1236690053
738	0.1233883573
739	0.123207109
740	0.1228194655
741	0.1225457861
742	0.1224135683
743	0.1221890784
744	0.1220566348
745	0.1218752108
746	0.1216788543
747	0.121514128
748	0.1213321017
749	0.1212304182
750	0.1210104624
751	0.1208137713
752	0.1207640297
753	0.1205326047
754	0.1203599645
755	0.1201714465
756	0.1199299662
757	0.1198517231
758	0.1198079461
759	0.119496906
760	0.119366261
761	0.1192346958
762	0.1191615222
763	0.1190487042
764	0.1188977559
765	0.1188606045
766	0.1188084954
767	0.1186402806
768	0.118368107
769	0.1183183402
770	0.1182027281
771	0.1179875658
772	0.1178348608
773	0.1176729202
774	0.117396179
775	0.1172132325
776	0.1169477346
777	0.1169263522
778	0.1167639682
779	0.1165534739
780	0.1163168623
781	0.1162580356
782	0.1161018171
783	0.1159573772
784	0.1158465837
785	0.1156677698
786	0.1154020042
787	0.1152236838
788	0.1150143607
789	0.1148561929
790	0.1145853076
791	0.114385906
792	0.1141340022
793	0.1138148642
794	0.1137351571
795	0.1135673272
796	0.1134988383
797	0.1134001247
798	0.1132599764
799	0.113235917
800	0.1131174272
801	0.1130017983
802	0.1128262637
803	0.1126593958
804	0.112613678
805	0.1125287842
806	0.1124446769
807	0.1122857981
808	0.1121929654
809	0.1120259971
810	0.1119214777
811	0.1117990142
812	0.1117182447
813	0.1115762309
814	0.1114283528
815	0.1112096017
816	0.1110826626
817	0.110857905
818	0.110701059
819	0.1106801284
820	0.1105288455
821	0.1103931477
822	0.1102808902
823	0.1102478713
824	0.1102084193
825	0.1101757351
826	0.1100604325
827	0.1099237057
828	0.1096651429
829	0.1095481337
830	0.1095083555
831	0.1094766583
832	0.1093339669
833	0.1092936616
834	0.1091497154
835	0.1090225421
836	0.1089849137
837	0.1087370337
838	0.1086980753
839	0.1085799786
840	0.1084075392
841	0.1082813363
842	0.1081042959
843	0.1080214183
844	0.1077976478
845	0.10757847
846	0.1073967783
847	0.1073066812
848	0.1071210828
849	0.1070311781
850	0.1067668011
851	0.1065935252
852	0.1063739375
853	0.1060918005
854	0.1058438619
855	0.1056558124
856	0.1054902662
857	0.1052711554
858	0.1052157586
859	0.1050628026
860	0.1049747467
861	0.1048508192
862	0.1047200153
863	0.1045179953
864	0.1044377528
865	0.104334505
866	0.1041690509
867	0.1040646737
868	0.1039264746
869	0.1036583415
870	0.1034498717
871	0.1034194377
872	0.103338685
873	0.103237035
874	0.1030977567
875	0.1030193797
876	0.1027914683
877	0.1025788993
878	0.1023576301
879	0.1021086542
880	0.1019498758
881	0.1017445849
882	0.1016066618
883	0.1015154521
884	0.1014105646
885	0.1012854325
886	0.1011787381
887	0.1009842555
888	0.1009185691
889	0.1006499257
890	0.1005775887
891	0.1004549662
892	0.1004214872
893	0.1003021692
894	0.1001367151
895	0.0999670447
896	0.09986674995
897	0.09972960489
898	0.0995805389
899	0.09937025371
900	0.09922525339
901	0.09912919998
902	0.09898734511
903	0.09889181037
904	0.09865016268
905	0.09859505871
906	0.09847506306
907	0.0983641775
908	0.09830151943
909	0.09822032326
910	0.09806836279
911	0.09776209948
912	0.09773588181
913	0.09764583487
914	0.09762213523
915	0.09754095579
916	0.0974587474
917	0.09732893057
918	0.09725381617
919	0.09723228321
920	0.09713935015
921	0.09699568832
922	0.09681616331
923	0.09678723519
924	0.09670000746
925	0.09661170893
926	0.09652141103
927	0.09638491848
928	0.09629114887
929	0.09611522942
930	0.0959757922
931	0.09585966144
932	0.09575390397
933	0.09561796356
934	0.09544303961
935	0.095249862
936	0.09509518272
937	0.09498592845
938	0.09479614726
939	0.09477620376
940	0.09461694015
941	0.09450424763
942	0.0944101434
943	0.09430654425
944	0.09421721676
945	0.09399829831
946	0.09387204522
947	0.09378961931
948	0.0936827576
949	0.09350570879
950	0.09333373789
951	0.09322128798
952	0.09307431338
953	0.09298423299
954	0.09287902765
955	0.09269361329
956	0.09262867978
957	0.09250359786
958	0.09245555443
959	0.09237209119
960	0.09235773588
961	0.09214692367
962	0.09205967083
963	0.09194163272
964	0.09177914837
965	0.09176142174
966	0.09164928135
967	0.09160808095
968	0.09151866143
969	0.0914650047
970	0.09122236151
971	0.09114962293
972	0.09103453787
973	0.09095557531
974	0.09092259825
975	0.09085146586
976	0.09058237076
977	0.09045649411
978	0.09033863168
979	0.09026813507
980	0.09022540377
981	0.09012157039
982	0.09007722453
983	0.08990038487
984	0.08977171413
985	0.08970406181
986	0.08959051601
987	0.08945842375
988	0.08936268823
989	0.08926058652
990	0.08916336193
991	0.08912654509
992	0.08910661831
993	0.08902175803
994	0.08893011327
995	0.08884395633
996	0.08874073363
997	0.0887151601
998	0.08862958038
999	0.08849873459
